MOVIE_ID,YEAR,MONTH,DAY,SEASON,WEEKDAY,TIME
5987,2007,2,2,winter,Friday,2007-02-02
5988,2001,9,25,autumn,Tuesday,2001-09-25
5989,2004,6,28,summer,Monday,2004-06-28
5990,1999,6,25,summer,Friday,1999-06-25
5991,2005,8,6,summer,Saturday,2005-08-06
5992,2007,7,24,summer,Tuesday,2007-07-24
5993,2006,1,31,winter,Tuesday,2006-01-31
5994,1999,8,17,summer,Tuesday,1999-08-17
5995,2010,3,17,spring,Wednesday,2010-03-17
5996,2010,3,17,spring,Wednesday,2010-03-17
5997,2010,4,22,spring,Thursday,2010-04-22
5998,2010,4,22,spring,Thursday,2010-04-22
5999,2005,11,12,autumn,Saturday,2005-11-12
6000,2007,8,1,summer,Wednesday,2007-08-01
6001,2005,11,12,autumn,Saturday,2005-11-12
6002,2007,9,13,autumn,Thursday,2007-09-13
6003,2010,11,16,autumn,Tuesday,2010-11-16
6004,2010,12,18,winter,Saturday,2010-12-18
6005,2006,9,19,autumn,Tuesday,2006-09-19
6006,2008,8,6,summer,Wednesday,2008-08-06
6007,2012,10,16,autumn,Tuesday,2012-10-16
6008,2006,10,7,autumn,Saturday,2006-10-07
6009,2012,6,7,summer,Thursday,2012-06-07
6010,2007,7,17,summer,Tuesday,2007-07-17
6011,1998,12,29,winter,Tuesday,1998-12-29
6012,2006,9,29,autumn,Friday,2006-09-29
6013,1966,1,1,winter,Saturday,1966-01-01
6014,1999,8,31,summer,Tuesday,1999-08-31
6015,2006,5,18,spring,Thursday,2006-05-18
6016,2008,9,1,autumn,Monday,2008-09-01
6017,1999,4,13,spring,Tuesday,1999-04-13
6018,2007,2,9,winter,Friday,2007-02-09
6019,2007,2,9,winter,Friday,2007-02-09
6020,2002,4,28,spring,Sunday,2002-04-28
6021,2007,2,9,winter,Friday,2007-02-09
6022,2007,2,9,winter,Friday,2007-02-09
6023,2002,4,29,spring,Monday,2002-04-29
6024,2002,4,30,spring,Tuesday,2002-04-30
6025,2003,5,24,spring,Saturday,2003-05-24
6026,2003,5,24,spring,Saturday,2003-05-24
6027,2009,6,2,summer,Tuesday,2009-06-02
6028,1999,12,8,winter,Wednesday,1999-12-08
6029,2001,1,3,winter,Wednesday,2001-01-03
6030,2000,3,19,spring,Sunday,2000-03-19
6031,2002,1,1,winter,Tuesday,2002-01-01
6032,2004,1,20,winter,Tuesday,2004-01-20
6033,1998,2,1,winter,Sunday,1998-02-01
6034,2002,12,14,winter,Saturday,2002-12-14
6035,2008,12,26,winter,Friday,2008-12-26
6036,2002,4,12,spring,Friday,2002-04-12
6037,2007,3,15,spring,Thursday,2007-03-15
6038,2010,5,18,spring,Tuesday,2010-05-18
6039,2004,10,13,autumn,Wednesday,2004-10-13
6040,2000,4,17,spring,Monday,2000-04-17
6041,2008,4,29,spring,Tuesday,2008-04-29
6042,2004,2,3,winter,Tuesday,2004-02-03
6043,2016,7,1,summer,Friday,2016-07-01
6044,2008,9,9,autumn,Tuesday,2008-09-09
6045,2008,2,17,winter,Sunday,2008-02-17
6046,2006,10,26,autumn,Thursday,2006-10-26
6047,2009,9,10,autumn,Thursday,2009-09-10
6048,1997,9,9,autumn,Tuesday,1997-09-09
6049,2006,6,27,summer,Tuesday,2006-06-27
6050,2008,10,7,autumn,Tuesday,2008-10-07
6051,2003,12,14,winter,Sunday,2003-12-14
6052,2007,6,22,summer,Friday,2007-06-22
6053,2006,1,30,winter,Monday,2006-01-30
6054,2006,12,7,winter,Thursday,2006-12-07
6055,2007,5,6,spring,Sunday,2007-05-06
6056,2009,8,9,summer,Sunday,2009-08-09
6057,2011,12,13,winter,Tuesday,2011-12-13
6058,2012,3,9,spring,Friday,2012-03-09
6059,2012,3,9,spring,Friday,2012-03-09
6060,2006,4,22,spring,Saturday,2006-04-22
6061,2006,4,22,spring,Saturday,2006-04-22
6062,2006,11,4,autumn,Saturday,2006-11-04
6063,1999,4,14,spring,Wednesday,1999-04-14
6064,2011,9,4,autumn,Sunday,2011-09-04
6065,2011,11,15,autumn,Tuesday,2011-11-15
6066,2002,8,3,summer,Saturday,2002-08-03
6067,2006,6,15,summer,Thursday,2006-06-15
6068,2012,8,4,summer,Saturday,2012-08-04
6069,2009,9,29,autumn,Tuesday,2009-09-29
6070,2001,9,25,autumn,Tuesday,2001-09-25
6071,2009,1,7,winter,Wednesday,2009-01-07
6072,2009,9,15,autumn,Tuesday,2009-09-15
6073,2007,3,20,spring,Tuesday,2007-03-20
6074,2004,12,28,winter,Tuesday,2004-12-28
6075,2011,2,16,winter,Wednesday,2011-02-16
6076,2007,5,1,spring,Tuesday,2007-05-01
6077,1998,10,6,autumn,Tuesday,1998-10-06
6078,1999,10,19,autumn,Tuesday,1999-10-19
6079,2004,8,17,summer,Tuesday,2004-08-17
6080,2007,1,22,winter,Monday,2007-01-22
6081,2012,2,6,winter,Monday,2012-02-06
6082,2011,3,6,spring,Sunday,2011-03-06
6083,2004,7,6,summer,Tuesday,2004-07-06
6084,2009,11,23,autumn,Monday,2009-11-23
6085,2010,1,10,winter,Sunday,2010-01-10
6086,2011,2,8,winter,Tuesday,2011-02-08
6087,2004,2,20,winter,Friday,2004-02-20
6088,2006,6,12,summer,Monday,2006-06-12
6089,2008,4,10,spring,Thursday,2008-04-10
6090,2009,2,19,winter,Thursday,2009-02-19
6091,2012,7,7,summer,Saturday,2012-07-07
6092,2011,12,20,winter,Tuesday,2011-12-20
6093,2007,1,3,winter,Wednesday,2007-01-03
6094,2012,7,4,summer,Wednesday,2012-07-04
6095,2000,1,29,winter,Saturday,2000-01-29
6096,2012,9,30,autumn,Sunday,2012-09-30
6097,2010,9,24,autumn,Friday,2010-09-24
6098,2010,5,26,spring,Wednesday,2010-05-26
6099,2004,12,25,winter,Saturday,2004-12-25
6100,2000,3,21,spring,Tuesday,2000-03-21
6101,2000,1,29,winter,Saturday,2000-01-29
6102,2007,1,3,winter,Wednesday,2007-01-03
6103,2009,2,24,winter,Tuesday,2009-02-24
6104,2012,3,20,spring,Tuesday,2012-03-20
6105,2008,4,10,spring,Thursday,2008-04-10
6106,2008,8,26,summer,Tuesday,2008-08-26
6107,2010,10,2,autumn,Saturday,2010-10-02
6108,2000,2,7,winter,Monday,2000-02-07
6109,2006,9,29,autumn,Friday,2006-09-29
6110,2011,10,18,autumn,Tuesday,2011-10-18
6111,1999,8,2,summer,Monday,1999-08-02
6112,2011,9,20,autumn,Tuesday,2011-09-20
6113,2012,2,26,winter,Sunday,2012-02-26
6114,2005,8,23,summer,Tuesday,2005-08-23
6115,2009,6,21,summer,Sunday,2009-06-21
6116,2013,7,2,summer,Tuesday,2013-07-02
6117,2011,9,29,autumn,Thursday,2011-09-29
6118,2010,10,10,autumn,Sunday,2010-10-10
6119,2010,6,1,summer,Tuesday,2010-06-01
6120,1999,1,30,winter,Saturday,1999-01-30
6121,2005,12,6,winter,Tuesday,2005-12-06
6122,2007,10,2,autumn,Tuesday,2007-10-02
6123,2007,11,2,autumn,Friday,2007-11-02
6124,2004,8,3,summer,Tuesday,2004-08-03
6125,2002,7,22,summer,Monday,2002-07-22
6126,2008,5,19,spring,Monday,2008-05-19
6127,2011,4,12,spring,Tuesday,2011-04-12
6128,2005,6,8,summer,Wednesday,2005-06-08
6129,2004,7,31,summer,Saturday,2004-07-31
6130,2012,10,6,autumn,Saturday,2012-10-06
6131,2007,1,29,winter,Monday,2007-01-29
6132,1999,6,8,summer,Tuesday,1999-06-08
6133,2008,7,20,summer,Sunday,2008-07-20
6134,2009,11,5,autumn,Thursday,2009-11-05
6135,2011,3,2,spring,Wednesday,2011-03-02
6136,2005,7,24,summer,Sunday,2005-07-24
6137,2009,12,10,winter,Thursday,2009-12-10
6138,2003,7,31,summer,Thursday,2003-07-31
6139,2003,12,31,winter,Wednesday,2003-12-31
6140,2006,3,14,spring,Tuesday,2006-03-14
6141,2012,2,28,winter,Tuesday,2012-02-28
6142,2009,12,2,winter,Wednesday,2009-12-02
6143,2010,11,30,autumn,Tuesday,2010-11-30
6144,2010,11,23,autumn,Tuesday,2010-11-23
6145,2007,9,30,autumn,Sunday,2007-09-30
6146,2004,9,23,autumn,Thursday,2004-09-23
6147,2011,8,2,summer,Tuesday,2011-08-02
6148,2010,3,21,spring,Sunday,2010-03-21
6149,1999,11,30,autumn,Tuesday,1999-11-30
6150,2012,3,27,spring,Tuesday,2012-03-27
6151,2013,5,30,spring,Thursday,2013-05-30
6152,2002,2,7,winter,Thursday,2002-02-07
6153,2012,1,31,winter,Tuesday,2012-01-31
6154,2004,4,27,spring,Tuesday,2004-04-27
6155,2003,12,26,winter,Friday,2003-12-26
6156,2010,12,7,winter,Tuesday,2010-12-07
6157,1999,3,18,spring,Thursday,1999-03-18
6158,1999,8,23,summer,Monday,1999-08-23
6159,2011,12,18,winter,Sunday,2011-12-18
6160,2006,10,1,autumn,Sunday,2006-10-01
6161,2004,10,29,autumn,Friday,2004-10-29
6162,2011,7,16,summer,Saturday,2011-07-16
6163,2011,7,20,summer,Wednesday,2011-07-20
6164,2007,8,2,summer,Thursday,2007-08-02
6165,2005,1,15,winter,Saturday,2005-01-15
6166,2011,9,18,autumn,Sunday,2011-09-18
6167,2011,1,26,winter,Wednesday,2011-01-26
6168,2010,12,7,winter,Tuesday,2010-12-07
6169,2008,10,31,autumn,Friday,2008-10-31
6170,2007,2,9,winter,Friday,2007-02-09
6171,2010,7,19,summer,Monday,2010-07-19
6172,2001,4,4,spring,Wednesday,2001-04-04
6173,2010,7,25,summer,Sunday,2010-07-25
6174,2003,3,4,spring,Tuesday,2003-03-04
6175,2008,1,29,winter,Tuesday,2008-01-29
6176,2009,10,23,autumn,Friday,2009-10-23
6177,2006,7,28,summer,Friday,2006-07-28
6178,2009,12,16,winter,Wednesday,2009-12-16
6179,2004,4,20,spring,Tuesday,2004-04-20
6180,2009,6,16,summer,Tuesday,2009-06-16
6181,2002,6,15,summer,Saturday,2002-06-15
6182,2008,8,26,summer,Tuesday,2008-08-26
6183,2007,9,11,autumn,Tuesday,2007-09-11
6184,2009,6,21,summer,Sunday,2009-06-21
6185,2011,7,8,summer,Friday,2011-07-08
6186,2010,9,13,autumn,Monday,2010-09-13
6187,2012,6,17,summer,Sunday,2012-06-17
6188,2011,5,10,spring,Tuesday,2011-05-10
6189,2009,5,30,spring,Saturday,2009-05-30
6190,1999,6,2,summer,Wednesday,1999-06-02
6191,2009,8,17,summer,Monday,2009-08-17
6192,2008,9,16,autumn,Tuesday,2008-09-16
6193,2007,1,19,winter,Friday,2007-01-19
6194,2004,11,16,autumn,Tuesday,2004-11-16
6195,2007,8,28,summer,Tuesday,2007-08-28
6196,2005,6,10,summer,Friday,2005-06-10
6197,2010,4,16,spring,Friday,2010-04-16
6198,2007,3,1,spring,Thursday,2007-03-01
6199,2006,8,1,summer,Tuesday,2006-08-01
6200,2011,5,3,spring,Tuesday,2011-05-03
6201,2006,9,29,autumn,Friday,2006-09-29
6202,2010,12,7,winter,Tuesday,2010-12-07
6203,2010,2,16,winter,Tuesday,2010-02-16
6204,2007,2,9,winter,Friday,2007-02-09
6205,2009,4,8,spring,Wednesday,2009-04-08
6206,2009,4,8,spring,Wednesday,2009-04-08
6207,2005,5,24,spring,Tuesday,2005-05-24
6208,2007,4,30,spring,Monday,2007-04-30
6209,2009,7,15,summer,Wednesday,2009-07-15
6210,1999,10,27,autumn,Wednesday,1999-10-27
6211,2007,1,22,winter,Monday,2007-01-22
6212,2004,6,26,summer,Saturday,2004-06-26
6213,2004,6,10,summer,Thursday,2004-06-10
6214,2004,6,26,summer,Saturday,2004-06-26
6215,2011,2,12,winter,Saturday,2011-02-12
6216,2011,10,18,autumn,Tuesday,2011-10-18
6217,1993,12,27,winter,Monday,1993-12-27
6218,2006,12,26,winter,Tuesday,2006-12-26
6219,2008,12,16,winter,Tuesday,2008-12-16
6220,2003,6,2,summer,Monday,2003-06-02
6221,2005,3,30,spring,Wednesday,2005-03-30
6222,2000,1,13,winter,Thursday,2000-01-13
6223,2004,2,4,winter,Wednesday,2004-02-04
6224,2016,7,1,summer,Friday,2016-07-01
6225,1999,2,6,winter,Saturday,1999-02-06
6226,1997,11,18,autumn,Tuesday,1997-11-18
6227,2012,3,12,spring,Monday,2012-03-12
6228,1999,2,6,winter,Saturday,1999-02-06
6229,2000,1,9,winter,Sunday,2000-01-09
6230,2006,10,7,autumn,Saturday,2006-10-07
6231,2005,2,1,winter,Tuesday,2005-02-01
6232,2007,8,11,summer,Saturday,2007-08-11
6233,2006,10,26,autumn,Thursday,2006-10-26
6234,2006,12,29,winter,Friday,2006-12-29
6235,1999,2,6,winter,Saturday,1999-02-06
6236,1999,2,6,winter,Saturday,1999-02-06
6237,2001,5,22,spring,Tuesday,2001-05-22
6238,2000,1,9,winter,Sunday,2000-01-09
6239,2003,9,23,autumn,Tuesday,2003-09-23
6240,2006,10,6,autumn,Friday,2006-10-06
6241,1998,10,21,autumn,Wednesday,1998-10-21
6242,2001,11,27,autumn,Tuesday,2001-11-27
6243,2004,1,13,winter,Tuesday,2004-01-13
6244,2001,6,18,summer,Monday,2001-06-18
6245,2002,3,7,spring,Thursday,2002-03-07
6246,2001,6,18,summer,Monday,2001-06-18
6247,2002,9,3,autumn,Tuesday,2002-09-03
6248,2006,10,1,autumn,Sunday,2006-10-01
6249,1998,12,23,winter,Wednesday,1998-12-23
6250,2010,5,8,spring,Saturday,2010-05-08
6251,2006,9,29,autumn,Friday,2006-09-29
6252,2000,1,14,winter,Friday,2000-01-14
6253,2000,1,14,winter,Friday,2000-01-14
6254,2003,8,18,summer,Monday,2003-08-18
6255,2007,2,3,winter,Saturday,2007-02-03
6256,2000,6,16,summer,Friday,2000-06-16
6257,1999,12,10,winter,Friday,1999-12-10
6258,2006,3,19,spring,Sunday,2006-03-19
6259,2006,6,27,summer,Tuesday,2006-06-27
6260,2001,6,29,summer,Friday,2001-06-29
6261,2001,11,6,autumn,Tuesday,2001-11-06
6262,2001,7,28,summer,Saturday,2001-07-28
6263,2002,12,7,winter,Saturday,2002-12-07
6264,1999,12,26,winter,Sunday,1999-12-26
6265,2002,1,26,winter,Saturday,2002-01-26
6266,2002,1,26,winter,Saturday,2002-01-26
6267,2000,6,15,summer,Thursday,2000-06-15
6268,2001,6,29,summer,Friday,2001-06-29
6269,2002,3,12,spring,Tuesday,2002-03-12
6270,2004,8,10,summer,Tuesday,2004-08-10
6271,2004,3,17,spring,Wednesday,2004-03-17
6272,2004,3,17,spring,Wednesday,2004-03-17
6273,2005,3,12,spring,Saturday,2005-03-12
6274,2005,3,8,spring,Tuesday,2005-03-08
6275,2002,3,12,spring,Tuesday,2002-03-12
6276,2001,6,29,summer,Friday,2001-06-29
6277,2002,3,12,spring,Tuesday,2002-03-12
6278,2007,7,24,summer,Tuesday,2007-07-24
6279,2001,6,29,summer,Friday,2001-06-29
6280,2006,2,28,winter,Tuesday,2006-02-28
6281,2002,3,12,spring,Tuesday,2002-03-12
6282,2003,11,25,autumn,Tuesday,2003-11-25
6283,2005,10,25,autumn,Tuesday,2005-10-25
6284,2002,3,12,spring,Tuesday,2002-03-12
6285,2009,10,6,autumn,Tuesday,2009-10-06
6286,2007,2,9,winter,Friday,2007-02-09
6287,2006,9,6,autumn,Wednesday,2006-09-06
6288,2001,2,20,winter,Tuesday,2001-02-20
6289,2006,1,23,winter,Monday,2006-01-23
6290,2006,1,23,winter,Monday,2006-01-23
6291,2000,1,4,winter,Tuesday,2000-01-04
6292,1999,7,27,summer,Tuesday,1999-07-27
6293,2012,6,14,summer,Thursday,2012-06-14
6294,2006,8,31,summer,Thursday,2006-08-31
6295,2002,7,24,summer,Wednesday,2002-07-24
6296,1999,8,20,summer,Friday,1999-08-20
6297,2011,9,27,autumn,Tuesday,2011-09-27
6298,2004,10,12,autumn,Tuesday,2004-10-12
6299,2003,8,1,summer,Friday,2003-08-01
6300,2003,8,1,summer,Friday,2003-08-01
6301,2006,3,7,spring,Tuesday,2006-03-07
6302,2006,3,7,spring,Tuesday,2006-03-07
6303,2006,9,29,autumn,Friday,2006-09-29
6304,2005,2,2,winter,Wednesday,2005-02-02
6305,2001,3,2,spring,Friday,2001-03-02
6306,2008,7,31,summer,Thursday,2008-07-31
6307,2011,7,16,summer,Saturday,2011-07-16
6308,2006,9,29,autumn,Friday,2006-09-29
6309,1999,5,13,spring,Thursday,1999-05-13
6310,2006,10,1,autumn,Sunday,2006-10-01
6311,2009,4,26,spring,Sunday,2009-04-26
6312,2009,5,24,spring,Sunday,2009-05-24
6313,2006,12,20,winter,Wednesday,2006-12-20
6314,2007,2,8,winter,Thursday,2007-02-08
6315,2007,2,8,winter,Thursday,2007-02-08
6316,2008,7,30,summer,Wednesday,2008-07-30
6317,2006,11,3,autumn,Friday,2006-11-03
6318,2004,5,14,spring,Friday,2004-05-14
6319,2012,5,23,spring,Wednesday,2012-05-23
6320,2005,5,2,spring,Monday,2005-05-02
6321,2006,9,26,autumn,Tuesday,2006-09-26
6322,2005,5,10,spring,Tuesday,2005-05-10
6323,2009,4,26,spring,Sunday,2009-04-26
6324,2007,1,3,winter,Wednesday,2007-01-03
6325,2004,5,14,spring,Friday,2004-05-14
6326,2001,5,29,spring,Tuesday,2001-05-29
6327,2006,10,7,autumn,Saturday,2006-10-07
6328,2006,9,29,autumn,Friday,2006-09-29
6329,2001,9,16,autumn,Sunday,2001-09-16
6330,2002,12,7,winter,Saturday,2002-12-07
6331,2004,3,23,spring,Tuesday,2004-03-23
6332,2000,1,4,winter,Tuesday,2000-01-04
6333,2007,1,19,winter,Friday,2007-01-19
6334,1999,4,18,spring,Sunday,1999-04-18
6335,2007,1,19,winter,Friday,2007-01-19
6336,1999,12,27,winter,Monday,1999-12-27
6337,2006,10,25,autumn,Wednesday,2006-10-25
6338,2006,10,25,autumn,Wednesday,2006-10-25
6339,2006,10,25,autumn,Wednesday,2006-10-25
6340,2001,2,25,winter,Sunday,2001-02-25
6341,2006,10,25,autumn,Wednesday,2006-10-25
6342,2001,8,3,summer,Friday,2001-08-03
6343,2006,10,25,autumn,Wednesday,2006-10-25
6344,2006,10,25,autumn,Wednesday,2006-10-25
6345,2006,10,25,autumn,Wednesday,2006-10-25
6346,2001,8,6,summer,Monday,2001-08-06
6347,2001,2,25,winter,Sunday,2001-02-25
6348,2006,10,26,autumn,Thursday,2006-10-26
6349,2006,10,25,autumn,Wednesday,2006-10-25
6350,2000,2,20,winter,Sunday,2000-02-20
6351,2006,10,25,autumn,Wednesday,2006-10-25
6352,1999,10,17,autumn,Sunday,1999-10-17
6353,2002,3,27,spring,Wednesday,2002-03-27
6354,2006,10,25,autumn,Wednesday,2006-10-25
6355,2006,10,25,autumn,Wednesday,2006-10-25
6356,2006,10,25,autumn,Wednesday,2006-10-25
6357,2006,10,25,autumn,Wednesday,2006-10-25
6358,2003,5,13,spring,Tuesday,2003-05-13
6359,2004,1,4,winter,Sunday,2004-01-04
6360,2001,3,19,spring,Monday,2001-03-19
6361,1999,4,18,spring,Sunday,1999-04-18
6362,2000,8,26,summer,Saturday,2000-08-26
6363,2006,10,25,autumn,Wednesday,2006-10-25
6364,2006,10,25,autumn,Wednesday,2006-10-25
6365,2001,8,14,summer,Tuesday,2001-08-14
6366,1999,10,18,autumn,Monday,1999-10-18
6367,2006,6,27,summer,Tuesday,2006-06-27
6368,1999,9,18,autumn,Saturday,1999-09-18
6369,2001,1,10,winter,Wednesday,2001-01-10
6370,1999,12,4,winter,Saturday,1999-12-04
6371,2000,8,6,summer,Sunday,2000-08-06
6372,2002,8,1,summer,Thursday,2002-08-01
6373,2001,2,1,winter,Thursday,2001-02-01
6374,2004,3,14,spring,Sunday,2004-03-14
6375,2006,3,14,spring,Tuesday,2006-03-14
6376,2007,4,25,spring,Wednesday,2007-04-25
6377,2004,8,17,summer,Tuesday,2004-08-17
6378,1999,12,4,winter,Saturday,1999-12-04
6379,2009,1,6,winter,Tuesday,2009-01-06
6380,2008,11,9,autumn,Sunday,2008-11-09
6381,2008,11,9,autumn,Sunday,2008-11-09
6382,2010,8,2,summer,Monday,2010-08-02
6383,1999,8,29,summer,Sunday,1999-08-29
6384,2010,5,25,spring,Tuesday,2010-05-25
6385,2005,4,29,spring,Friday,2005-04-29
6386,2016,7,1,summer,Friday,2016-07-01
6387,2006,12,7,winter,Thursday,2006-12-07
6388,2006,12,29,winter,Friday,2006-12-29
6389,2009,1,27,winter,Tuesday,2009-01-27
6390,2009,6,16,summer,Tuesday,2009-06-16
6391,2009,1,27,winter,Tuesday,2009-01-27
6392,2009,5,5,spring,Tuesday,2009-05-05
6393,2009,3,24,spring,Tuesday,2009-03-24
6394,2002,12,17,winter,Tuesday,2002-12-17
6395,2004,5,29,spring,Saturday,2004-05-29
6396,2001,3,21,spring,Wednesday,2001-03-21
6397,2000,4,29,spring,Saturday,2000-04-29
6398,2006,9,29,autumn,Friday,2006-09-29
6399,2003,1,8,winter,Wednesday,2003-01-08
6400,2011,4,3,spring,Sunday,2011-04-03
6401,2011,3,29,spring,Tuesday,2011-03-29
6402,2008,11,21,autumn,Friday,2008-11-21
6403,1999,5,11,spring,Tuesday,1999-05-11
6404,1999,5,11,spring,Tuesday,1999-05-11
6405,1999,6,24,summer,Thursday,1999-06-24
6406,2010,5,4,spring,Tuesday,2010-05-04
6407,2008,3,12,spring,Wednesday,2008-03-12
6408,2006,4,26,spring,Wednesday,2006-04-26
6409,2008,9,2,autumn,Tuesday,2008-09-02
6410,2000,10,26,autumn,Thursday,2000-10-26
6411,2012,8,15,summer,Wednesday,2012-08-15
6412,2008,11,18,autumn,Tuesday,2008-11-18
6413,2005,7,18,summer,Monday,2005-07-18
6414,2008,10,24,autumn,Friday,2008-10-24
6415,2005,1,25,winter,Tuesday,2005-01-25
6416,2012,3,21,spring,Wednesday,2012-03-21
6417,2012,3,21,spring,Wednesday,2012-03-21
6418,2022,10,20,autumn,Thursday,2022-10-20
6419,2006,8,17,summer,Thursday,2006-08-17
6420,2012,10,18,autumn,Thursday,2012-10-18
6421,2010,11,9,autumn,Tuesday,2010-11-09
6422,2011,2,25,winter,Friday,2011-02-25
6423,2011,1,25,winter,Tuesday,2011-01-25
6424,2005,9,6,autumn,Tuesday,2005-09-06
6425,2005,7,21,summer,Thursday,2005-07-21
6426,2005,4,21,spring,Thursday,2005-04-21
6427,2009,2,19,winter,Thursday,2009-02-19
6428,2011,4,30,spring,Saturday,2011-04-30
6429,2004,5,15,spring,Saturday,2004-05-15
6430,2007,1,3,winter,Wednesday,2007-01-03
6431,2009,3,21,spring,Saturday,2009-03-21
6432,2008,5,27,spring,Tuesday,2008-05-27
6433,2006,9,29,autumn,Friday,2006-09-29
6434,2009,3,3,spring,Tuesday,2009-03-03
6435,1998,12,21,winter,Monday,1998-12-21
6436,2007,3,22,spring,Thursday,2007-03-22
6437,2009,3,2,spring,Monday,2009-03-02
6438,2006,12,8,winter,Friday,2006-12-08
6439,2003,9,10,autumn,Wednesday,2003-09-10
6440,2009,3,1,spring,Sunday,2009-03-01
6441,2011,11,1,autumn,Tuesday,2011-11-01
6442,2012,5,8,spring,Tuesday,2012-05-08
6443,2001,5,11,spring,Friday,2001-05-11
6444,2006,9,29,autumn,Friday,2006-09-29
6445,2012,7,1,summer,Sunday,2012-07-01
6446,2005,5,13,spring,Friday,2005-05-13
6447,2001,1,26,winter,Friday,2001-01-26
6448,2000,9,22,autumn,Friday,2000-09-22
6449,2007,2,9,winter,Friday,2007-02-09
6450,2000,6,25,summer,Sunday,2000-06-25
6451,2007,2,9,winter,Friday,2007-02-09
6452,2007,1,22,winter,Monday,2007-01-22
6453,2006,10,26,autumn,Thursday,2006-10-26
6454,2001,8,3,summer,Friday,2001-08-03
6455,2007,5,22,spring,Tuesday,2007-05-22
6456,2007,2,9,winter,Friday,2007-02-09
6457,2007,1,29,winter,Monday,2007-01-29
6458,2001,4,24,spring,Tuesday,2001-04-24
6459,2001,4,13,spring,Friday,2001-04-13
6460,1998,12,21,winter,Monday,1998-12-21
6461,2007,9,20,autumn,Thursday,2007-09-20
6462,2013,7,2,summer,Tuesday,2013-07-02
6463,2012,8,8,summer,Wednesday,2012-08-08
6464,2000,3,12,spring,Sunday,2000-03-12
6465,2011,8,31,summer,Wednesday,2011-08-31
6466,1999,4,16,spring,Friday,1999-04-16
6467,1999,12,5,winter,Sunday,1999-12-05
6468,2002,6,25,summer,Tuesday,2002-06-25
6469,2002,12,17,winter,Tuesday,2002-12-17
6470,2002,6,25,summer,Tuesday,2002-06-25
6471,2002,6,25,summer,Tuesday,2002-06-25
6472,2000,2,15,winter,Tuesday,2000-02-15
6473,1999,12,5,winter,Sunday,1999-12-05
6474,2006,9,29,autumn,Friday,2006-09-29
6475,2011,8,30,summer,Tuesday,2011-08-30
6476,2011,6,6,summer,Monday,2011-06-06
6477,2009,10,6,autumn,Tuesday,2009-10-06
6478,2007,2,9,winter,Friday,2007-02-09
6479,2002,5,1,spring,Wednesday,2002-05-01
6480,2010,3,4,spring,Thursday,2010-03-04
6481,2002,3,25,spring,Monday,2002-03-25
6482,1999,12,6,winter,Monday,1999-12-06
6483,1999,12,6,winter,Monday,1999-12-06
6484,2006,9,19,autumn,Tuesday,2006-09-19
6485,1999,12,6,winter,Monday,1999-12-06
6486,2006,6,27,summer,Tuesday,2006-06-27
6487,2006,12,26,winter,Tuesday,2006-12-26
6488,2002,3,23,spring,Saturday,2002-03-23
6489,2001,6,19,summer,Tuesday,2001-06-19
6490,2010,8,4,summer,Wednesday,2010-08-04
6491,2011,1,26,winter,Wednesday,2011-01-26
6492,2007,1,22,winter,Monday,2007-01-22
6493,2002,8,24,summer,Saturday,2002-08-24
6494,2006,9,29,autumn,Friday,2006-09-29
6495,2012,11,20,autumn,Tuesday,2012-11-20
6496,2011,11,13,autumn,Sunday,2011-11-13
6497,2007,4,3,spring,Tuesday,2007-04-03
6498,2003,3,25,spring,Tuesday,2003-03-25
6499,2009,3,17,spring,Tuesday,2009-03-17
6500,2012,8,4,summer,Saturday,2012-08-04
6501,2000,6,27,summer,Tuesday,2000-06-27
6502,1998,12,31,winter,Thursday,1998-12-31
6503,2000,11,7,autumn,Tuesday,2000-11-07
6504,1999,11,20,autumn,Saturday,1999-11-20
6505,2006,10,1,autumn,Sunday,2006-10-01
6506,2012,2,22,winter,Wednesday,2012-02-22
6507,2004,10,19,autumn,Tuesday,2004-10-19
6508,2006,9,29,autumn,Friday,2006-09-29
6509,2001,10,16,autumn,Tuesday,2001-10-16
6510,2009,6,16,summer,Tuesday,2009-06-16
6511,2010,10,26,autumn,Tuesday,2010-10-26
6512,2001,11,20,autumn,Tuesday,2001-11-20
6513,2009,7,2,summer,Thursday,2009-07-02
6514,2005,8,23,summer,Tuesday,2005-08-23
6515,2006,2,4,winter,Saturday,2006-02-04
6516,2011,3,8,spring,Tuesday,2011-03-08
6517,2004,4,18,spring,Sunday,2004-04-18
6518,2008,3,9,spring,Sunday,2008-03-09
6519,2000,8,8,summer,Tuesday,2000-08-08
6520,2000,2,4,winter,Friday,2000-02-04
6521,2011,12,14,winter,Wednesday,2011-12-14
6522,2005,5,10,spring,Tuesday,2005-05-10
6523,2012,6,5,summer,Tuesday,2012-06-05
6524,2012,4,15,spring,Sunday,2012-04-15
6525,2009,8,1,summer,Saturday,2009-08-01
6526,2009,5,19,spring,Tuesday,2009-05-19
6527,2003,12,5,winter,Friday,2003-12-05
6528,2007,9,19,autumn,Wednesday,2007-09-19
6529,2003,6,25,summer,Wednesday,2003-06-25
6530,2012,4,1,spring,Sunday,2012-04-01
6531,2011,6,20,summer,Monday,2011-06-20
6532,2007,3,1,spring,Thursday,2007-03-01
6533,1998,12,5,winter,Saturday,1998-12-05
6534,2005,3,22,spring,Tuesday,2005-03-22
